年度,樹木ID,緯度,経度,施設区分,種類,備考,所在地
2025,BGX-3642,35.7081354165655,139.642646833307,街路樹,トウカエデ,,高円寺北4-28
2025,XNH-0801,35.7081131665651,139.642755083307,街路樹,トウカエデ,,高円寺北4-28
2025,SNC-8143,35.7080787221201,139.642927722193,街路樹,トウカエデ,,高円寺北4-28
2025,HUT-5615,35.708058805453,139.643026333303,街路樹,トウカエデ,,高円寺北4-28
2025,KHX-8431,35.7080402221194,139.643118138858,街路樹,トウカエデ,,高円寺北4-28
2025,FUS-0844,35.708023749897,139.643199722189,街路樹,トウカエデ,,高円寺北4-28
2025,VUU-0366,35.7080061943411,139.643288388855,街路樹,トウカエデ,,高円寺北4-28
2025,LVL-1298,35.7079895832297,139.64336869441,街路樹,トウカエデ,,高円寺北4-28
2025,AJE-7409,35.707972388785,139.643454027742,街路樹,トウカエデ,,高円寺北4-28
2025,GHN-4244,35.7079558332292,139.643538444408,街路樹,トウカエデ,,高円寺北4-28
2025,LHH-9756,35.7079321665622,139.643655361073,街路樹,トウカエデ,,高円寺北4-29
2025,YHK-9629,35.7079168332287,139.643729027739,街路樹,トウカエデ,,高円寺北4-29
2025,EDZ-0268,35.7079021665618,139.643804305516,街路樹,トウカエデ,,高円寺北4-29
2025,DEC-0224,35.7078872498949,139.64387699996,街路樹,トウカエデ,,高円寺北4-29
2025,RZY-8295,35.7078718887835,139.643952305515,街路樹,トウカエデ,,高円寺北4-29
2025,SDB-3365,35.7077908610046,139.644351888843,街路樹,トウカエデ,,高円寺北4-29
2025,AZK-3146,35.70777716656,139.644423138843,街路樹,トウカエデ,,高円寺北4-29
2025,YFC-6015,35.7077182776704,139.644712722173,街路樹,トウカエデ,,高円寺北4-30
2025,URR-7322,35.7076943332256,139.64483261106,街路樹,トウカエデ,,高円寺北4-30
2025,BFY-2486,35.707639333225,139.645094611057,街路樹,トウカエデ,,高円寺北4-31
2025,WEK-6744,35.7076214165581,139.6452018055,街路樹,トウカエデ,,高円寺北4-31
2025,FXI-1966,35.7075990554468,139.645343249943,街路樹,トウカエデ,,高円寺北4-31
2025,EBE-2224,35.7075846665578,139.645424499942,街路樹,トウカエデ,,高円寺北4-31
2025,IDP-8295,35.7075725276687,139.645506277719,街路樹,トウカエデ,,高円寺北4-31
2025,UDI-7964,35.7075591665575,139.645590333273,街路樹,トウカエデ,,高円寺北4-31
2025,ZSG-2034,35.7126364166285,139.635011916714,区管理外樹木,ケヤキ,,阿佐谷北4-20
2025,VUI-5765,35.7126924444049,139.635005305602,区管理外樹木,ケヤキ,,阿佐谷北4-20
2025,ILG-4482,35.7127533332922,139.634998111157,区管理外樹木,ケヤキ,,阿佐谷北4-20
2025,CWG-9198,35.707932527673,139.635591666725,街路樹,ヒマラヤスギ,,阿佐谷北1-32
2025,WIG-7299,35.7082272499024,139.635492277837,街路樹,ケヤキ,,阿佐谷北1-32
2025,IOQ-1842,35.7077740832267,139.644635972173,街路樹,ハナミズキ,,高円寺北4-30
2025,FAO-6977,35.707898888784,139.644668055506,街路樹,ハナミズキ,,高円寺北4-30
2025,WRF-4615,35.7082917776783,139.644772444393,街路樹,ハナミズキ,,高円寺北4-30
2025,RGN-7265,35.7084845832365,139.644823861059,街路樹,ハナミズキ,,高円寺北4-30
2025,TEI-7088,35.7086749443502,139.644873305503,街路樹,ハナミズキ,,高円寺北4-30
2025,OYH-2285,35.7087481665734,139.644893333279,街路樹,ハナミズキ,,高円寺北4-30
2025,TZT-6325,35.7088428887969,139.644919777723,街路樹,ハナミズキ,,高円寺北4-30
2025,HVW-4757,35.7089330554647,139.644942749946,街路樹,ハナミズキ,,高円寺北4-30
2025,UHO-7669,35.7090611387997,139.644977638833,街路樹,ハナミズキ,,高円寺北4-30
2025,OBX-5157,35.7092713888026,139.644965499944,街路樹,カイズカイブキ,,高円寺北4-34
2025,MLU-0817,35.7093670554705,139.644991722166,街路樹,カイズカイブキ,,高円寺北4-34
2025,LUP-8763,35.7094375554714,139.645010861054,街路樹,カイズカイブキ,,高円寺北4-34
2025,NSH-6215,35.7095248054726,139.645032805499,街路樹,カイズカイブキ,,高円寺北4-34
2025,SUV-1925,35.6855664164602,139.63535402786,街路樹,イチョウ,,成田西1-5
2025,WQK-6113,35.6903258332676,139.646151694435,区管理外樹木,ケヤキ,,松ノ木2-32
2025,NSX-0225,35.6903373610473,139.646303722212,区管理外樹木,ケヤキ,,堀ノ内2-32
2025,TGY-0911,35.6905296388296,139.647038027769,区管理外樹木,マツ,,堀ノ内2-32
2025,IMY-2279,35.696424305355,139.658111638803,街路樹,ツバキ,,和田3-49
2025,JHF-3526,35.6964313331331,139.658104666581,街路樹,ハナミズキ,,和田3-49
2025,ELD-2658,35.6964405275777,139.658103166581,街路樹,サザンカ,,和田3-49
2025,PUE-3234,35.6964499164669,139.658099805469,街路樹,ツバキ,,和田3-49
2025,UIJ-6130,35.6964591386893,139.658095499914,街路樹,サザンカ,,和田3-49
2025,LRP-6961,35.6964696109118,139.658091444359,街路樹,ツバキ,,和田3-49
2025,JTH-3213,35.6964795831343,139.658083944358,街路樹,ハナミズキ,,和田3-49
2025,MLU-1294,35.6964910553568,139.658083499914,街路樹,サザンカ,,和田3-49
2025,VUP-2695,35.6964997498014,139.658079944359,街路樹,ツバキ,,和田3-49
2025,MHM-7464,35.696510305358,139.658021777693,街路樹,ハナミズキ,,和田3-55
2025,HGT-4163,35.6965327220254,139.657990861027,街路樹,ハナミズキ,,和田3-55
2025,FIW-0548,35.696560749804,139.657972277694,街路樹,サザンカ,,和田3-55
2025,MSR-2445,35.6965732498043,139.657967999917,街路樹,ハナミズキ,,和田3-55
2025,BWU-1658,35.6965817498046,139.657964555473,街路樹,ツバキ,,和田3-55
2025,KQA-5415,35.6966034164717,139.657953944362,街路樹,ツバキ,,和田3-55
2025,MHS-5677,35.6966120831386,139.657950361028,街路樹,ハナミズキ,,和田3-55
2025,QEU-6150,35.6966308053613,139.657941888807,街路樹,サザンカ,,和田3-55
2025,UYO-2395,35.6966750275845,139.657938583251,街路樹,サザンカ,,和田3-55
2025,IOF-3533,35.6966893053627,139.657926305473,街路樹,ツバキ,,和田3-55
2025,RMW-8018,35.6967001386963,139.657918916584,街路樹,ハナミズキ,,和田3-55
2025,IRI-4126,35.6967113609189,139.657913777696,街路樹,サザンカ,,和田3-55
2025,CHM-3504,35.6967228331414,139.657906388808,街路樹,ツバキ,,和田3-55
2025,RUT-8025,35.6967375831418,139.657897638807,街路樹,ハナミズキ,,和田3-55
2025,PUD-5854,35.6967471942531,139.657893333252,街路樹,サザンカ,,和田3-55
2025,TBL-6267,35.6967662220313,139.657886777697,街路樹,ツバキ,,和田3-55
2025,DBC-0914,35.6967796942539,139.657884166586,街路樹,ハナミズキ,,和田3-55
2025,ZHB-0741,35.6967917498097,139.657881055475,街路樹,サザンカ,,和田3-55
2025,ELE-2121,35.6968024720322,139.657877833253,街路樹,ツバキ,,和田3-55
2025,HYE-2060,35.6968162498102,139.657876249919,街路樹,ハナミズキ,,和田3-55
2025,DID-6747,35.6968285275882,139.65787549992,街路樹,サザンカ,,和田3-55
2025,YMQ-0020,35.6968393609217,139.65787586103,街路樹,ツバキ,,和田3-55
2025,VXV-4333,35.6968519164776,139.657876333253,街路樹,ハナミズキ,,和田3-55
2025,LDI-9058,35.6968634164778,139.657877277698,街路樹,サザンカ,,和田3-55
2025,OKL-5305,35.6967615553638,139.657952055474,街路樹,ツバキ,,和田3-49
2025,PVJ-7529,35.6967702775864,139.657938666585,街路樹,サザンカ,,和田3-49
2025,RQM-2131,35.6967789164753,139.657948388807,街路樹,ツバキ,,和田3-49
2025,JRF-9450,35.6967868886979,139.657931166585,街路樹,ツバキ,,和田3-49
2025,NOB-7912,35.6967941942534,139.65794386103,街路樹,サザンカ,,和田3-49
2025,ABX-0112,35.6968034998094,139.65792811103,街路樹,ハナミズキ,,和田3-49
2025,LJG-5793,35.696812305365,139.657937999919,街路樹,ツバキ,,和田3-49
2025,WHR-2737,35.6968207220319,139.657936555474,街路樹,サザンカ,,和田3-49
2025,VKI-5803,35.6968269998099,139.657923138808,街路樹,ツバキ,,和田3-49
2025,SHX-9266,35.6968348331433,139.657935333253,街路樹,ハナミズキ,,和田3-49
2025,UOE-8689,35.6968428053657,139.657923333252,街路樹,サザンカ,,和田3-49
2025,WWT-7135,35.6968507498103,139.657926944364,街路樹,ツバキ,,和田3-49
2025,WEQ-8476,35.6968598609216,139.657925749919,街路樹,サザンカ,,和田3-49
2025,EWB-3335,35.6968716942552,139.657927222141,街路樹,ハナミズキ,,和田3-49
2025,TWD-8998,35.6968866664777,139.657928305474,街路樹,サザンカ,,和田3-49
2025,AEH-2593,35.6969356942565,139.65792349992,街路樹,ツバキ,,和田3-49
2025,IHP-2982,35.696947666479,139.657920694364,街路樹,サザンカ,,和田3-49
2025,BXK-5207,35.6969778887025,139.657857249921,街路樹,ハナミズキ,,和田3-55
2025,BXY-7121,35.696999444258,139.657900805476,街路樹,ハナミズキ,,和田3-49
2025,DCE-1602,35.6970064998138,139.657897277699,街路樹,サザンカ,,和田3-49
2025,WHF-1134,35.6970911942603,139.65786413881,街路樹,ハナミズキ,,和田3-49
2025,AMS-2468,35.6971771942621,139.657842249922,街路樹,ツバキ,,和田3-49
2025,YHQ-7473,35.6971888053735,139.657844611033,街路樹,ツバキ,,和田3-49
2025,PJT-9376,35.6972003609292,139.657844861034,街路樹,サザンカ,,和田3-49
2025,YFZ-2697,35.697211166485,139.657846666589,街路樹,ツバキ,,和田3-49
2025,DZM-9076,35.6972249720408,139.657849666589,街路樹,ハナミズキ,,和田3-49
2025,PLN-9865,35.6972374998188,139.657854111034,街路樹,ツバキ,,和田3-49
2025,FEJ-4933,35.6972512220412,139.657859222145,街路樹,サザンカ,,和田3-49
2025,TDC-4675,35.6972712775972,139.657864694367,街路樹,ツバキ,,和田3-49
2025,NQE-5727,35.6972670275971,139.657855555478,街路樹,サザンカ,,和田3-49
2025,TMM-6385,35.6972430275967,139.657844166589,街路樹,ツバキ,,和田3-49
2025,OXD-9212,35.6972303053744,139.657838972145,街路樹,サザンカ,,和田3-49
2025,DBV-4515,35.6972176109297,139.657835416589,街路樹,ツバキ,,和田3-49
2025,VVX-7224,35.697205666485,139.657833833257,街路樹,サザンカ,,和田3-49
2025,PZB-7796,35.6971942775959,139.657832472145,街路樹,ハナミズキ,,和田3-49
2025,SEI-1182,35.6971830275957,139.657830583256,街路樹,サザンカ,,和田3-49
2025,FIN-3299,35.6972024442632,139.657780694368,街路樹,サザンカ,,和田3-55
2025,YGW-6469,35.6972139442634,139.657785694368,街路樹,ハナミズキ,,和田3-55
2025,WWX-4166,35.6972298887081,139.657787444368,街路樹,ツバキ,,和田3-55
2025,URZ-1879,35.6972432498195,139.65779230548,街路樹,サザンカ,,和田3-55
2025,RZQ-5744,35.6972613053753,139.657799361035,街路樹,ハナミズキ,,和田3-55
2025,KVS-0359,35.6972708609311,139.657802833257,街路樹,ツバキ,,和田3-55
2025,ZZT-6788,35.6973369720435,139.657798249924,街路樹,サザンカ,,和田3-55
2025,KZU-5340,35.6973489998215,139.657801527702,街路樹,ハナミズキ,,和田3-55
2025,TLG-9119,35.6973613887106,139.657805583258,街路樹,ツバキ,,和田3-55
2025,FBK-9460,35.6973747775997,139.657806388814,街路樹,サザンカ,,和田3-55
2025,QHT-2823,35.6973884998222,139.657807638814,街路樹,ハナミズキ,,和田3-55
2025,UHZ-0962,35.6974046942669,139.65781355548,街路樹,ツバキ,,和田3-55
2025,DEQ-5986,35.6974328053783,139.657843361035,街路樹,ハナミズキ,,和田3-55
2025,BJX-0707,35.6974493331559,139.657895083258,街路樹,ハナミズキ,,和田3-56
2025,ZGG-8691,35.6974869720456,139.657892972146,街路樹,ハナミズキ,,和田3-56
2025,BQJ-0271,35.6975375553799,139.657892694369,街路樹,ハナミズキ,,和田3-56
2025,WSC-9618,35.6976238887148,139.657919444369,街路樹,ハナミズキ,,和田3-56
2025,IVU-1388,35.6975465553805,139.657837611036,街路樹,ツバキ,,和田3-55
2025,ZSE-0607,35.6975604720475,139.657841111036,街路樹,ハナミズキ,,和田3-55
2025,CWR-8040,35.6975699164921,139.657842805481,街路樹,サザンカ,,和田3-55
2025,MSC-5098,35.6975788609367,139.657845222148,街路樹,ツバキ,,和田3-55
2025,KWQ-0041,35.6975898887147,139.657849638815,街路樹,ハナミズキ,,和田3-55
2025,GJV-6892,35.6976094442705,139.657857749926,街路樹,サザンカ,,和田3-55
2025,ZQF-1597,35.6976621387153,139.657939305481,街路樹,ツバキ,,和田3-56
2025,XYM-9624,35.6977014442715,139.65795619437,街路樹,サザンカ,,和田3-56
2025,HIM-3502,35.6977133887162,139.65795980548,街路樹,ツバキ,,和田3-56
2025,GJV-8351,35.6977315553832,139.657963916592,街路樹,ハナミズキ,,和田3-56
2025,RFP-7400,35.6977482220502,139.657966166592,街路樹,サザンカ,,和田3-56
2025,DLN-9020,35.6978544720523,139.657960388815,街路樹,ハナミズキ,,和田3-56
2025,QEA-1447,35.6901928609902,139.664697833239,街路樹,ハナミズキ,,和田1-2
2025,MFX-3922,35.6901649998795,139.664709277684,街路樹,ハナミズキ,,和田1-2
2025,JCX-1864,35.6901350832133,139.664722749906,街路樹,ハナミズキ,,和田1-2
2025,MNY-2662,35.6898737776613,139.664841277684,街路樹,ハナミズキ,,和田1-2
2025,SSN-0903,35.6898412221063,139.664855916573,街路樹,ハナミズキ,,和田1-2
2025,IGP-0869,35.6897822498849,139.664883472128,街路樹,ハナミズキ,,和田1-2
2025,BZB-7364,35.6897487776627,139.664813416573,街路樹,ハナミズキ,,和田1-3
2025,ACX-7452,35.6897992221065,139.664790777684,街路樹,ハナミズキ,,和田1-3
2025,IQF-3691,35.6898362221059,139.664774472129,街路樹,ハナミズキ,,和田1-3
2025,QUY-1000,35.6900566387696,139.664673916573,街路樹,ハナミズキ,,和田1-3
2025,NQZ-1198,35.6900949721024,139.664656888795,街路樹,ハナミズキ,,和田1-3
2025,JJX-8937,35.6901188332131,139.66464533324,街路樹,ハナミズキ,,和田1-3
2025,XTC-4678,35.6901565554348,139.664628416573,街路樹,ハナミズキ,,和田1-3
2025,ZEU-2766,35.6901803887678,139.66461983324,街路樹,ハナミズキ,,和田1-3
2025,AQN-6536,35.6902095832117,139.66460533324,街路樹,ハナミズキ,,和田1-3
2025,HXN-7039,35.6880651110115,139.659881166597,街路樹,イチョウ,,和田2-12
2025,NMI-0221,35.6880451943452,139.65970588882,街路樹,イチョウ,,和田2-12
2025,UAX-4975,35.6880031943458,139.659364249933,街路樹,カツラ,,和田2-12
2025,IHC-0202,35.6879469721251,139.658757111045,街路樹,イチョウ,,和田2-11
2025,WSA-0297,35.6879394443476,139.658671777712,街路樹,イチョウ,,和田2-11
2025,VZG-5174,35.6879301665702,139.65858280549,街路樹,イチョウ,,和田2-11
2025,QFH-3434,35.6879185554596,139.658495083268,街路樹,イチョウ,,和田2-11
2025,ABY-2587,35.6879093887934,139.658408527712,街路樹,イチョウ,,和田2-11
2025,IUY-8058,35.6878985832382,139.658322944379,街路樹,イチョウ,,和田2-11
2025,XBV-9654,35.6878667221284,139.65805605549,街路樹,イチョウ,,和田2-11
2025,TBN-1457,35.687848611018,139.657883694379,街路樹,イチョウ,,和田2-11
2025,XOI-7338,35.6878383054628,139.657794527712,街路樹,イチョウ,,和田2-11
2025,XQV-7468,35.6878275554632,139.657707472157,街路樹,イチョウ,,和田2-11
2025,VON-8962,35.687817999908,139.657619499935,街路樹,イチョウ,,和田2-11
2025,HWX-2993,35.687806805464,139.657532277712,街路樹,イチョウ,,和田2-11
2025,LOY-6568,35.6877958610199,139.657444638824,街路樹,イチョウ,,和田2-11
2025,PDT-0834,35.6877854721314,139.657357083268,街路樹,イチョウ,,和田2-11
2025,XAZ-6127,35.6877748054651,139.657268916601,街路樹,イチョウ,,和田2-11
2025,YXK-7694,35.6876824443567,139.656743833267,街路樹,ヤマモモ,,和田2-8
2025,TRO-2540,35.6876752499124,139.656697027712,街路樹,ヤマモモ,,和田2-8
2025,XFF-5265,35.6876561943573,139.656607888823,街路樹,ヤマモモ,,和田2-8
2025,DTA-4835,35.6876407221355,139.656525611045,街路樹,ヤマモモ,,和田2-8
2025,PDN-5182,35.6876259721359,139.6564434166,街路樹,ヤマモモ,,和田2-8
2025,XAP-4836,35.6876104721363,139.6563624166,街路樹,ヤマモモ,,和田2-8
2025,QDF-5004,35.6875951388033,139.656279305489,街路樹,ヤマモモ,,和田2-8
2025,BOX-6158,35.6875816110259,139.656198583267,街路樹,ヤマモモ,,和田2-8
2025,WFY-5224,35.6875481110267,139.656032666599,街路樹,ヤマモモ,,和田2-8
2025,SKN-2838,35.687537722138,139.655977222155,街路樹,ヤマモモ,,和田2-8
2025,RJE-8988,35.6878367221295,139.657788277712,街路樹,ナンテン,,和田2-8
2025,KCP-4835,35.684280333245,139.65927774997,区管理外樹木,スダジイ,,方南2-18
2025,VQJ-1770,35.6842394443557,139.659373833302,区管理外樹木,スダジイ,,方南2-18
2025,PAL-0185,35.6784671664261,139.635827861134,街路樹,コブシ,,永福3-36
2025,IDK-2522,35.6785539441995,139.635456333361,街路樹,ハナミズキ,,永福3-36
2025,XIF-3128,35.6785676108658,139.635418722251,街路樹,ハナミズキ,,永福3-36
2025,LZF-8345,35.6792422498622,139.659061000018,街路樹,イチョウ,,方南1-52
2025,DSD-5612,35.6818088610072,139.654302055509,街路樹,シイノキ,,和泉4-45
2025,MHD-9355,35.6818146387851,139.654293749954,街路樹,シイノキ,,和泉4-45
2025,MRA-1965,35.6818109165629,139.654293972176,街路樹,シュロ,,和泉4-45
2025,BSS-2287,35.6818094443406,139.654309722176,街路樹,シュロ,,和泉4-45
2025,HUO-8128,35.6814173887782,139.656180499973,街路樹,ネズミモチ,,和泉4-42
2025,PVK-4684,35.7130021388314,139.626587472296,区管理外樹木,サクラ,,本天沼2-17
2025,SRR-8080,35.7129979721649,139.626675750074,区管理外樹木,サクラ,,本天沼2-17
2025,QNG-8962,35.7129902777208,139.626764888962,区管理外樹木,サクラ,,本天沼2-17
2025,CGF-3955,35.7159415276461,139.638252861084,区管理外樹木,ケヤキ,,阿佐谷北6-33
2025,TYP-3833,35.7226139442697,139.626323277743,区管理外樹木,クスノキ,,下井草2-38
2025,ZII-3251,35.7258236665511,139.613655138821,街路樹,ハナミズキ,,井草3-4
2025,RAZ-9159,35.725946527664,139.613658444374,街路樹,ハナミズキ,,井草3-4
2025,RQX-4381,35.7261289998889,139.613666888815,街路樹,ハナミズキ,,井草3-4
2025,LTD-9107,35.7262546387796,139.613670083257,街路樹,ハナミズキ,,井草3-4
2025,ZQQ-7348,35.7196851942375,139.612410055599,街路樹,トウカエデ,,上井草1-3
2025,YAY-9390,35.7195268053522,139.612461333378,街路樹,トウカエデ,,上井草1-2
2025,OEH-4548,35.7194136109099,139.612411583378,街路樹,トウカエデ,,上井草1-3
2025,PRO-5282,35.7192509164691,139.612462750046,街路樹,トウカエデ,,上井草1-2
2025,MZF-4055,35.720324249797,139.612406083368,街路樹,トウカエデ,,上井草1-6
2025,CVK-7379,35.7201624442389,139.612459361149,街路樹,トウカエデ,,上井草1-7
2025,AJC-7939,35.7198774442338,139.612460916709,街路樹,トウカエデ,,上井草1-7
2025,ATX-8646,35.7211042775881,139.612402611131,街路樹,トウカエデ,,上井草1-11
2025,FPE-8368,35.7209181386962,139.612454416689,街路樹,トウカエデ,,上井草1-10
2025,VIR-2188,35.7207159720259,139.612404444472,街路樹,トウカエデ,,上井草1-11
2025,JZJ-7568,35.7205313886897,139.612455916697,街路樹,トウカエデ,,上井草1-10
2025,RVZ-3865,35.7217725275998,139.612448500007,街路樹,モミジバフウ,,上井草1-15
2025,ISU-1671,35.7216378887085,139.612401250009,街路樹,モミジバフウ,,上井草1-14
2025,ZRK-1613,35.7215246664844,139.612452388901,街路樹,モミジバフウ,,上井草1-15
2025,UET-0101,35.7212947498138,139.612453027794,街路樹,トウカエデ,,上井草1-15
2025,MVE-2506,35.7219591109362,139.612399027781,街路樹,モミジバフウ,,上井草1-18
2025,BFO-4531,35.7220909998274,139.612447527779,街路樹,トウカエデ,,上井草1-17
2025,VWP-2876,35.7224351387222,139.612396833328,街路樹,モミジバフウ,,上井草1-18
2025,CDZ-5003,35.7222165553852,139.612448166665,街路樹,トウカエデ,,上井草1-17
2025,ZCW-2807,35.7221878053846,139.612399166666,街路樹,トウカエデ,,上井草1-18
2025,VQO-2375,35.7232321109582,139.612395499979,街路樹,モミジバフウ,,上井草1-21
2025,OOS-1486,35.7231208054007,139.612443583314,街路樹,トウカエデ,,上井草1-22
2025,BTN-7140,35.7230096665099,139.612396138872,街路樹,モミジバフウ,,上井草1-21
2025,KXN-2820,35.7227966665062,139.612444583321,街路樹,モミジバフウ,,上井草1-22
2025,UQQ-6707,35.7238408054132,139.612391388856,街路樹,モミジバフウ,,上井草1-26
2025,MSH-2205,35.7236850276326,139.61244013886,街路樹,トウカエデ,,上井草1-25
2025,XHI-0561,35.7235546942971,139.612392305529,街路樹,モミジバフウ,,上井草1-26
2025,DOV-8734,35.7241928609747,139.612440833294,街路樹,トウカエデ,,上井草1-30
2025,CKC-4976,35.7240483887501,139.612391388852,街路樹,トウカエデ,,上井草1-29
2025,AWN-9822,35.711194527737,139.61214147231,街路樹,サクラ,,桃井1-19
2025,GVN-1719,35.7112363888485,139.6121328612,街路樹,サクラ,,桃井1-19
2025,GQT-1885,35.7113344721823,139.612110055647,街路樹,サクラ,,桃井1-19
2025,DVA-7913,35.7113747221826,139.612099083425,街路樹,サクラ,,桃井1-19
2025,PGZ-5074,35.7114054999606,139.61209277787,街路樹,サクラ,,桃井1-19
2025,MUE-0287,35.7114272777385,139.612089944538,街路樹,サクラ,,桃井1-19
2025,FET-2117,35.7114482499609,139.612086777872,街路樹,サクラ,,桃井1-19
2025,LZH-3425,35.7115170277391,139.612079027874,街路樹,サクラ,,桃井1-19
2025,RSH-1552,35.7115374444058,139.612074444541,街路樹,サクラ,,桃井1-19
2025,GBA-2294,35.7115575555171,139.612073555652,街路樹,サクラ,,桃井1-19
2025,VCL-2804,35.7116171944064,139.612068444537,街路樹,エンジュ,,桃井1-19
2025,YQW-8736,35.7111271110699,139.612158361198,街路樹,ハナミズキ,,桃井1-19
2025,KDC-2670,35.7112170277372,139.612138305644,街路樹,サクラ,,桃井1-19
2025,NUL-4412,35.7228181387528,139.606829916672,街路樹,エンジュ,,上井草2-27
2025,QRE-3558,35.7227499165292,139.606839833339,街路樹,エンジュ,,上井草2-27
2025,TDV-4991,35.7226048331931,139.606857916675,街路樹,エンジュ,,上井草2-27
2025,NQP-8279,35.7222487220751,139.606908444461,街路樹,エンジュ,,上井草2-23
2025,PEU-7379,35.7220788609608,139.606932250019,街路樹,エンジュ,,上井草2-23
2025,WGT-9061,35.7220168609596,139.606939833354,街路樹,エンジュ,,上井草2-23
2025,TJQ-9339,35.7218638331788,139.606960722246,街路樹,エンジュ,,上井草2-23
2025,CLF-7219,35.7217921109552,139.606970861136,街路樹,エンジュ,,上井草2-23
2025,RHS-0527,35.7265394721293,139.611997388804,街路樹,ハナミズキ,,井草4-13
2025,NPZ-1622,35.7265375832399,139.612053333249,街路樹,ハナミズキ,,井草4-13
2025,FUQ-9933,35.7265330276839,139.612113249915,街路樹,ハナミズキ,,井草4-13
2025,APF-5417,35.7265288610164,139.612212305471,街路樹,ハナミズキ,,井草4-13
2025,LSO-7612,35.7265248887935,139.612304388805,街路樹,ハナミズキ,,井草4-13
2025,UFP-7338,35.7265201665706,139.612386111028,街路樹,ハナミズキ,,井草4-13
2025,ELJ-5993,35.7265158332365,139.612477527694,街路樹,ハナミズキ,,井草4-13
2025,DGE-7663,35.7265120276803,139.612559111028,街路樹,ハナミズキ,,井草4-13
2025,JZV-2478,35.7265073332351,139.612659722139,街路樹,ハナミズキ,,井草4-13
2025,MHO-5327,35.7265031665678,139.612736333251,街路樹,ハナミズキ,,井草4-13
2025,WZX-1869,35.7264994999005,139.612812499918,街路樹,ハナミズキ,,井草4-13
2025,WNZ-4680,35.7264942776772,139.612956555474,街路樹,ハナミズキ,,井草4-13
2025,UDS-6321,35.7264900832321,139.613032611029,街路樹,ハナミズキ,,井草4-13
2025,SYM-8201,35.7264867221204,139.613111888808,街路樹,ハナミズキ,,井草4-13
2025,UEB-5290,35.7264802776752,139.613195027696,街路樹,ハナミズキ,,井草4-13
2025,IFY-5075,35.7264765554524,139.613275527697,街路樹,ハナミズキ,,井草4-13
2025,GUC-8831,35.7264703054516,139.613359444364,街路樹,ハナミズキ,,井草4-13
2025,TTF-1686,35.7264691943399,139.613442666586,街路樹,ハナミズキ,,井草4-13
2025,WZL-0539,35.7264655554505,139.613524694364,街路樹,ハナミズキ,,井草4-13
2025,PPC-3795,35.7266564999278,139.609477416573,街路樹,ハナミズキ,,井草4-11
2025,JWV-3408,35.7266102221484,139.609561888797,街路樹,ハナミズキ,,井草4-10
2025,OIT-6543,35.7266044165918,139.609687027686,街路樹,ハナミズキ,,井草4-10
2025,PGX-6305,35.7266378610356,139.60987122213,街路樹,ハナミズキ,,井草4-11
2025,LCL-2401,35.7265934165899,139.609917222131,街路樹,ハナミズキ,,井草4-10
2025,JEJ-6403,35.7266294443674,139.61004997213,街路樹,ハナミズキ,,井草4-11
2025,EUY-3319,35.7266209165876,139.610315749909,街路樹,ハナミズキ,,井草4-12
2025,BPL-6639,35.7266169165869,139.610398666576,街路樹,ハナミズキ,,井草4-12
2025,YNO-2034,35.7266128610306,139.610489305465,街路樹,ハナミズキ,,井草4-12
2025,RZQ-1854,35.7266089443632,139.610571777688,街路樹,ハナミズキ,,井草4-12
2025,WVO-3304,35.7266044165847,139.610655916576,街路樹,ハナミズキ,,井草4-12
2025,QGE-7496,35.7265998888062,139.610738277688,街路樹,ハナミズキ,,井草4-12
2025,CDZ-5487,35.7265952776943,139.610836666577,街路樹,ハナミズキ,,井草4-12
2025,JKM-4822,35.7265917221381,139.610908416577,街路樹,ハナミズキ,,井草4-12
2025,DJH-2656,35.7265876388041,139.610989361023,街路樹,ハナミズキ,,井草4-12
2025,DGG-3817,35.7265843610256,139.611075583245,街路樹,ハナミズキ,,井草4-12
2025,RXT-8107,35.726580361025,139.611152972134,街路樹,ハナミズキ,,井草4-12
2025,OMV-6213,35.726576277691,139.611233138801,街路樹,ハナミズキ,,井草4-12
2025,FYX-8954,35.7265749999129,139.61127502769,街路樹,ハナミズキ,,井草4-12
2025,DKM-2339,35.726571388801,139.61136191658,街路樹,ハナミズキ,,井草4-12
2025,QIF-1263,35.7265668610226,139.611446277691,街路樹,ハナミズキ,,井草4-12
2025,KRN-2055,35.7265629443553,139.611527305469,街路樹,ハナミズキ,,井草4-12
2025,AEK-1761,35.7265551387984,139.611697666581,街路樹,ハナミズキ,,井草4-12
2025,KBM-0219,35.7265493054642,139.611798611025,街路樹,ハナミズキ,,井草4-12
2025,OMA-1678,35.7264291665569,139.614118611033,街路樹,ハナミズキ,,井草3-16
2025,ZCS-7584,35.7264374998915,139.613948249922,街路樹,ハナミズキ,,井草3-16
2025,FQI-4857,35.7264480554485,139.61376263881,街路樹,ハナミズキ,,井草3-16
2025,ISZ-7897,35.726387222114,139.613804694366,街路樹,ハナミズキ,,井草3-4
2025,SDL-7321,35.726380194335,139.6139617777,街路樹,ハナミズキ,,井草3-4
2025,IFX-4532,35.7263716387783,139.614115027701,街路樹,ハナミズキ,,井草3-4
2025,LUT-2091,35.7022799721018,139.627104166635,中央図書館管理樹木,サクラ,,荻窪3-40
2025,AXZ-4469,35.7022248054348,139.627094333301,中央図書館管理樹木,ネズミモチ,,荻窪3-40
